sha	surfaces	date	sujet
8179de98fc7a	APP+TEST	2026-09-09	Rien ne bloquait le renfort : rien ne l'invitait
a3812178e8c6	APP+TEST	2026-09-09	L'invitation à l'inventaire, sur l'accueil employé
505bafb957ed	CI+DOC+OUT+MIG+TEST	2026-09-09	Séquence de répétition complète, et le manifeste cesse de vieillir seul
75962ac285d2	CI+DOC+OUT+TEST	2026-09-09	PREPROD éphémère : l'arbitrage de Frédéric, mécanisé
2450a9b87a41	CI+OUT+MIG+TEST	2026-09-09	Répétition : survivre à sa propre interruption
781d0319ba45	CI+OUT+MIG+TEST	2026-09-09	PREPROD : un ÉTAT de nexus-test, jamais une copie de Production
5234a06b4277	CI+OUT+TEST	2026-09-09	Jeu PREPROD : les formes de Production, jamais ses données
73e69cdd8ef6	CI+OUT+TEST	2026-09-09	Reconstruction : ne plus dépendre d'une IPv6 disponible
92072809b320	CI+OUT+TEST	2026-09-09	Répétition : la remise à zéro de Test effaçait tes autorisations
d16ccb4aeee5	CI+OUT+TEST	2026-09-09	Scénario employé dans la recette navigateur — dont le quart déjà ouvert
e4bbc2b2aa73	CI+OUT+TEST	2026-09-09	PREPROD anonymisé : les deux mécanismes qui manquaient
0bfd8419039b	DOC	2026-09-09	La recette navigateur a tourné, et elle est verte
0c9b6c8d7647	DOC	2026-09-09	handoff: canoniser request-6 Production Readiness
1b364b783e02	DOC	2026-09-09	Handoff: decision-5 readiness clean-slate
1fc67bf26b4e	DOC	2026-09-09	Classer les trois branches de la nuit, et nommer la vraie cause
67debd2f7319	DOC	2026-09-09	readiness: mesurer le référentiel Advisor en lecture seule
87e08edfafda	DOC	2026-09-09	Horaires canoniques : trois écarts, dont un qui se voit tous les jeudis
999260385728	DOC	2026-09-09	handoff: publier request-4 — dépendance nexus_live_events fermée, répétition PREPROD-équivalente
9aa2a5279eb8	DOC	2026-09-09	QA-007 : les neuf échecs tolérés ont enfin un motif établi
9e7e128664c1	DOC	2026-09-09	handoff: consommer decision-3 (readiness), exclure migration 21, répétition PREPROD-équivalente sur nexus-test
b0af5fa862fe	DOC	2026-09-09	Handoff: canoniser request-5 readiness clean-slate
b364d15b7282	DOC	2026-09-09	Preuve exécutée : la répétition PREPROD-équivalente est verte
b9fa80bbd467	DOC	2026-09-09	handoff: poursuivre la readiness après mesure Advisor
bb1b80317165	DOC	2026-09-09	Feuille d'arbitrage : les 23 missions du pompiste, prêtes à être placées
c34cfeb40f3e	DOC	2026-09-09	Parcours pompiste Q1, scène par scène — et le seul manque qui commande tout
c3ba2a7f73c8	DOC	2026-09-09	handoff: decision-6 Production Readiness
c8a667371c8f	DOC	2026-09-09	Renfort et inventaire : la règle existe déjà et ne produit rien
cfc950ebc903	DOC	2026-09-09	handoff: decision-4 poursuivre la répétition Test de readiness
d431ed8830d6	DOC	2026-09-09	Renfort confirmé — et le planning connaît un quart que l'exécution ignore
ee3576dc6ab5	DOC	2026-09-09	Cadrage de l'expérience employé — mesuré, pas supposé
efe79a7939f1	DOC	2026-09-09	Test rendu à son usage : la répétition est complète
f40c82e0e05f	DOC	2026-09-09	Deuxième fois aujourd'hui : des décisions déposées sans être inscrites
f4a1d71ecbc6	DOC	2026-09-09	Le parcours employé est prouvé à l'écran, quart déjà ouvert compris
b4d75d76c2fc	DOC+APP+OUT+TEST	2026-09-09	handoff: reconcilier le rail (enregistrer-lot, decisions philo-3/readiness-2), poursuivre readiness Production hors Production
383c36c4d963	DOC+OUT	2026-09-09	handoff: consommer decision-4, mécanisme exécutable pour répétition Test
06e8156cbff0	DOC+OUT+TEST	2026-09-09	Répétition : un point de suspension collé à une variable a tout arrêté
9b675017162e	DOC+OUT+TEST	2026-09-09	Protocole de diagnostic, et sa première application
a68ae8345f5d	DOC+OUT+TEST	2026-09-09	Les services ouverts sont ceux de l'équipe, et ils étaient déjà périmés
cf6aaf71bf45	DOC+OUT+TEST	2026-09-09	Le trousseau était exigé même quand il ne servait à rien
e65814fe68fa	DOC+OUT+TEST	2026-09-09	Le pointage d'arrivée s'intercale entre la prise de poste et l'accueil
10dce112e99a	MIG+TEST	2026-09-09	SEC-021 et SEC-022 : quatre droits vivaient en base sans exister au dépôt
c6a56a82a5cb	MIG+TEST	2026-09-09	SEC-020 : une politique RLS sans droit de table ne s'applique à rien
17a55c8596a0	OUT	2026-09-09	Répétition : la migration du mode aurait affiché OK sans rien faire
28bcfb87ca2a	OUT	2026-09-09	Instrumentation : le pointage rendait son motif, personne ne l'imprimait
8d83aa2b14fb	OUT	2026-09-09	La séquence de répétition EXÉCUTE, elle n'énumère plus
a1999432a0a7	OUT	2026-09-09	J'ai modifié le script pendant qu'il tournait
a60d60bb4951	OUT	2026-09-09	Le quart laissé ouvert n'est pas un accident, c'est l'usage
a86c95f4bd6e	OUT	2026-09-09	Un service « termine » sans heure de fin, et un jeu qui se doublait
b02f09425157	OUT	2026-09-09	Répétition RÉUSSIE : les 262 migrations rejouent sur une base vide
c968b26d82db	OUT	2026-09-09	Un diagnostic qui ne nomme pas ce qu'il a regardé ne diagnostique rien
ea59a4331dbf	OUT+APP	2026-09-09	mktemp -t : ma copie figée passait sur macOS et mourait sur Linux
3e5da20f7cce	OUT+TEST	2026-09-09	Mon extension a emporté le scénario qu'elle devait compléter
4b68065c49f0	OUT+TEST	2026-09-09	Une répétition qui casse laissait Test en répétition, sans dire comment en sortir
6717fecd8b47	OUT+TEST	2026-09-09	J'ai réparé le fichier qui avait échoué, pas le motif
6ae85378d4b8	OUT+TEST	2026-09-09	Répétition : un schéma NU ne doit pas faire échouer la capture
a6acee14e29d	OUT+TEST	2026-09-09	« caissier » sans e — et la garde qui ferme enfin la classe
a896cbdfccfe	OUT+TEST	2026-09-09	Mon correctif a cassé la reconstruction, et mon épreuve ne l'a pas vu
ca3b8a792a40	OUT+TEST	2026-09-09	Le semis exigeait une colonne que la release apporte
cc6c9aeeaa9e	OUT+TEST	2026-09-09	Le résumé contredisait l'indisponibilité deux lignes plus bas
f1296f4b985d	OUT+TEST	2026-09-09	178 missions au lieu de 89 : le jeu ajoutait ce que l'histoire posait déjà
fceaa134c629	OUT+TEST	2026-09-09	Une photo de test pour franchir le pointage, par le chemin de l'employé
cf6ee8a775d4	TEST	2026-09-09	La répétition a rendu son rapport d'impact
a4f1e15d30cc	APP	2026-09-10	Le message de donnée manquante ne redouble plus les deux-points
b3614d90fe09	APP+DOC+TEST	2026-09-10	Une alerte de continuité de stock ne survit plus à sa cause
2f57ad9d1ff1	DOC	2026-09-10	Défaut 11 fermé pour de bon, défaut 10 rouvert par l'épreuve qui devait le fermer
37e91eae4ae7	DOC	2026-09-10	Blocages ouverts : un seul mérite ce nom, et c'est le candidat lui-même
5601e5138acd	DOC	2026-09-10	Fenêtre de déploiement mesurée — et deux tâches écrivent toutes les 15 minutes
5a35cd333554	DOC	2026-09-10	handoff: intégrer request-8 Production Readiness
647a074040e2	DOC	2026-09-10	`aucun_blocage_non_resolu` déclaré par Frédéric Bragance — verdict PRET_POUR_PRODUCTION
6a928421c458	DOC	2026-09-10	handoff: republier request-9 depuis le HEAD canonique, isoler le défaut 13
73a1c44999a4	DOC	2026-09-10	`zzzzrefdetestinexistante` : cause démontrée après plusieurs jours
742d4365d689	DOC	2026-09-10	Les trois branches ne font PAS doublon — et l'une porte ce que j'ai refait à la main
758b5c03c441	DOC	2026-09-10	La recette ne se connecte plus — cause non isolée, et elle touche un secret
764efa819699	DOC	2026-09-10	Verdict corrigé : six branches non classées sont un blocage ouvert
766b45698ffc	DOC	2026-09-10	handoff: autoriser fermeture défaut auth et correction minimale course fixture
95250f58b98d	DOC	2026-09-10	Dix critères sur onze au vert : il ne reste qu'une déclaration, et elle est humaine
b7cbe95635c2	DOC	2026-09-10	handoff: défaut 13 confirmé reproductible trois fois, verdict NON_PRET inchangé
baf5cf8dae96	DOC	2026-09-10	Package Readiness rafraîchi : ce qui est fermé, ce qui reste, et par qui
cf61f14e932a	DOC	2026-09-10	handoff: consommer decision-7, tenter workflow_dispatch (bloqué, obstacle confirmé)
db775ff23f44	DOC	2026-09-10	Handoff: decision-7 readiness recette réelle
ddb007f40289	DOC	2026-09-10	handoff: decision-8 Production Readiness voie 2
eabbcb2fd042	DOC	2026-09-10	Impact du seed Advisor chiffré : la migration ne changerait aucune valeur
f5ba8641bb81	DOC	2026-09-10	Six branches classées au SHA exact — aucune ne portait de correctif absent
24083590baca	DOC+APP+TEST	2026-09-10	La déduction va à deux pas : un outil qui lit le registre contamine son épreuve
e9daccfe0149	DOC+APP+TEST	2026-09-10	Les six épreuves du registre PREPROD ne se croisent plus
3117951724be	DOC+OUT+APP+TEST	2026-09-10	handoff: consommer decision-8, rapatrier §10, fermer §11, trouver §12
1b6acf781bac	DOC+OUT+TEST	2026-09-10	handoff: consommer decision-6, security jamais invoqué si NEXUS_TEST_DB_URL
b3ebb6ec6513	DOC+OUT+TEST	2026-09-10	Re-mesure finale exécutée, et le verdict de préparation devient calculable
e282fefa4d37	DOC+OUT+TEST	2026-09-10	Employé : la recette confondait pointage désactivé et champ absent
2de7fd4b7ed4	DOC+TEST	2026-09-10	Candidat canonique unique : la commande, quatre épreuves, cinq branches classées
c405c7552f6b	DOC+TEST	2026-09-10	La reproduction de la course quitte le dépôt, sans rien perdre de sa preuve
d9225e5689ee	DOC+TEST	2026-09-10	Guardian QA avait raison : l'attendu et l'observé sortaient du même appel
8f346c4982e8	OUT	2026-09-10	Le déclenchement manuel marche — et le semis échoue sur une fixture
12990c6ed183	OUT+TEST	2026-09-10	L'invitation est jugée — et j'avais corrigé un critère faux par un autre
49198ea6e705	OUT+TEST	2026-09-10	« Pointage franchi : oui » était faux — ma mesure reconnaissait un bouton
546e66b9cd54	OUT+TEST	2026-09-10	Rapatrié : handoff.js rattraper-demande, et son épreuve
e0fb264dbc55	OUT+TEST	2026-09-10	« Champ photo absent » était la trace du succès précédent
ea561f6f8af5	OUT+TEST	2026-09-10	Recette navigateur VERTE en workflow_dispatch — six points sur sept
2460ed078d80	APP+DOC	2026-09-11	Les 92 pointages : 75 / 5 / 12, et c'est mon chiffre de départ qui était faux
60edf14f8d0e	APP+DOC+OUT+MIG+TEST	2026-09-11	Quatrième paire documentée, identités séparées, six migrations appliquées sur Test
4553ec220634	APP+DOC+OUT+TEST	2026-09-11	Huit services expliqués, migrations préparées, et une file qui ne perd plus rien
59f38ecf5484	APP+DOC+OUT+TEST	2026-09-11	Lot correctif ouvert : NEXUS-POINTAGE-CORRECTIF-1-20260911
3ca9a06bc50d	APP+TEST	2026-09-11	Le départ ne dépend plus d'une pause, et le quart de la veille ne sert plus de référence
7582bc319bce	APP+TEST	2026-09-11	Deux portes menaient à la prise de poste — une seule avait été fermée
c33faf8d9caa	APP+TEST	2026-09-11	La photo devient complémentaire : une caméra refusée ne coûte plus son pointage
14143501bbc7	DOC	2026-09-11	Les faits Production ne portent plus de SHA d'arbre
22e0cc5a0714	DOC	2026-09-11	Le parcours Caissière invalide PRET_POUR_PRODUCTION — verdict NON_PRET
7cce864f9e15	DOC	2026-09-11	Répétition complète : les 33 migrations passent, Test rendu à son usage
824ed594f552	DOC	2026-09-11	Le tableau des SHA nomme enfin celui qui est vert
89a9e6ce2406	DOC	2026-09-11	La fermeture était écrite dans la migration. Elle n'avait jamais pris effet.
b10f9b6e8204	DOC	2026-09-11	Le droit existait, la ligne ne venait pas : sept politiques de lecture
e79519d59fbb	DOC	2026-09-11	Un fichier ne peut pas nommer le SHA de son propre commit
edcb48d6b5d4	DOC	2026-09-11	`nexus_prod_readonly` créé sans mot de passe, et c'est volontaire
f02351ccbeae	DOC	2026-09-11	PUBLIC donne déjà TEMP et USAGE, et une fonction écrit sous SECURITY DEFINER
f1b9c585b02a	DOC	2026-09-11	EXECUTE retiré à PUBLIC sur la fonction FDJ — et l'audit en a trouvé trois autres
fb2638b2fc2f	DOC	2026-09-11	Le rôle de connexion est membre, et rien de plus
febb3d6a59b0	DOC	2026-09-11	Garantie 7 démontrée sur les privilèges — et le rôle ne voit aucune ligne
f682ed64cd36	DOC+MIG	2026-09-11	Plus aucun pointage ne se cherche un service : la règle passe en base
c2497883d69c	DOC+MIG+TEST	2026-09-11	La répétition a rattrapé un écart entre le rail et ce qui fonctionnait
b83fc150b8cc	DOC+OUT	2026-09-11	Un verdict ne vaut que pour un SHA — et la mesure #4 devient canonique
7db174a2e071	DOC+OUT+TEST	2026-09-11	Sept migrations INCLUSES, une garde qui l'exige, et 17 exceptions nommées
67b97988d2de	OUT	2026-09-11	Le secret ne passera plus par un argument de processus
abe8d3b2b6de	TEST	2026-09-11	Une garde qui exige un état du monde finit par accuser le monde
02f557f6c8b5	APP+DOC+TEST	2026-09-13	Ma garde effaçait la journée qu'elle venait de protéger
1ef8e14c5364	APP+DOC+TEST	2026-09-13	Le refus parlait dans une pièce vide
82ab4f0a3492	APP+DOC+TEST	2026-09-13	Le nouveau service héritait des pointages de l'ancien
894e306cebf2	APP+DOC+TEST	2026-09-13	L'accueil annonçait une étape que l'écran Pointage refusait
be669e03b445	APP+DOC+TEST	2026-09-13	La file promettait un envoi que la base refusait
ee2fa20b3bb4	APP+DOC+TEST	2026-09-13	La relecture de la fin de pause comptait encore par journée
ab9295d6f44a	TEST	2026-09-13	Une sortie d'échec cachée dans un ternaire n'est pas une sortie d'échec
d0d9ea79d506	DOC	2026-09-14	Frédéric lève le blocage Pointage. Le verdict ne bouge pas.
ea57d4bdb13c	DOC	2026-09-14	Les six mesures sont rejouées. Le onzième critère passe au vert.
ffd0f5d9754f	DOC	2026-09-14	La justification du blocage était périmée, le blocage non
ced9e9990671	DOC	2026-09-20	La décision du 14/09 est consommée. Le lot Continuité terrain est ouvert.
e24734485cc3	DOC	2026-09-20	handoff: autoriser les correctifs continuité sous garde
8a5fc2b1ec2f	APP+DOC+TEST	2026-09-21	handoff: transporter request-2 sur le rail canonique
bdff0d5542d3	CI+TEST	2026-09-21	Câbler le rail Handoff en CI et délier l'assertion en dur
845e01e2cd61	DOC	2026-09-21	handoff: autoriser le candidat continuité P0-1/P0-3
f444f3c00fd5	DOC	2026-09-21	handoff: consommer decision-2, publier request-3 (candidat P0-1/P0-3)
256f6bafaafa	DOC+OUT	2026-09-21	handoff: outiller le réveil de l'Orchestrateur (sens Claude -> ChatGPT)
aa89e2ab23b4	DOC+OUT	2026-09-21	handoff: l'adresse du réveil vient de l'ordre, pas du code
d9f1841651e1	OUT	2026-09-21	handoff: aligner le validateur sur le rail actif
